Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,Date,Game_Name,churn,Gain_Ratio,Gain_Direction,Volatility
June 2020,29398.47,-5939.69,-16.81,56703,https://steamcharts.com/app/218620,2020-06-01,PAYDAY 2,1,-0.202040786476303,0,0.202040786476303
May 2020,35338.15,10018.62,39.57,61728,https://steamcharts.com/app/218620,2020-05-01,PAYDAY 2,0,0.28350720114097655,1,0.28350720114097655
April 2020,25319.54,4291.6,20.41,39419,https://steamcharts.com/app/218620,2020-04-01,PAYDAY 2,0,0.16949755011346967,1,0.16949755011346967
March 2020,21027.94,2472.53,13.33,36273,https://steamcharts.com/app/218620,2020-03-01,PAYDAY 2,0,0.11758308231809679,1,0.11758308231809679
February 2020,18555.42,-1738.67,-8.57,31830,https://steamcharts.com/app/218620,2020-02-01,PAYDAY 2,1,-0.0937014629687714,0,0.0937014629687714
January 2020,20294.08,-3999.36,-16.46,39376,https://steamcharts.com/app/218620,2020-01-01,PAYDAY 2,1,-0.19707027862312554,0,0.19707027862312554
December 2019,24293.44,-4227.38,-14.82,37817,https://steamcharts.com/app/218620,2019-12-01,PAYDAY 2,1,-0.1740132315555146,0,0.1740132315555146
November 2019,28520.82,17154.53,150.92,56187,https://steamcharts.com/app/218620,2019-11-01,PAYDAY 2,0,0.6014739407913237,1,0.6014739407913237
October 2019,11366.29,1832.86,19.23,27181,https://steamcharts.com/app/218620,2019-10-01,PAYDAY 2,0,0.16125402396032476,1,0.16125402396032476
September 2019,9533.44,-1458.47,-13.27,15128,https://steamcharts.com/app/218620,2019-09-01,PAYDAY 2,1,-0.1529846519199785,0,0.1529846519199785
August 2019,10991.91,-3428.34,-23.77,17440,https://steamcharts.com/app/218620,2019-08-01,PAYDAY 2,1,-0.3118966585425099,0,0.3118966585425099
July 2019,14420.25,4764.16,49.34,23207,https://steamcharts.com/app/218620,2019-07-01,PAYDAY 2,0,0.3303798477834989,1,0.3303798477834989
June 2019,9656.1,366.31,3.94,18877,https://steamcharts.com/app/218620,2019-06-01,PAYDAY 2,0,0.03793560547218856,1,0.03793560547218856
May 2019,9289.78,1366.54,17.25,21198,https://steamcharts.com/app/218620,2019-05-01,PAYDAY 2,0,0.14710143835483724,1,0.14710143835483724
April 2019,7923.24,229.12,2.98,13599,https://steamcharts.com/app/218620,2019-04-01,PAYDAY 2,0,0.028917463058041912,1,0.028917463058041912
March 2019,7694.13,-850.54,-9.95,12873,https://steamcharts.com/app/218620,2019-03-01,PAYDAY 2,1,-0.11054401212352793,0,0.11054401212352793
February 2019,8544.67,-1012.03,-10.59,14436,https://steamcharts.com/app/218620,2019-02-01,PAYDAY 2,1,-0.11843991634551129,0,0.11843991634551129
January 2019,9556.7,-4353.67,-31.3,15172,https://steamcharts.com/app/218620,2019-01-01,PAYDAY 2,1,-0.45556206640367486,0,0.45556206640367486
December 2018,13910.37,-605.16,-4.17,22339,https://steamcharts.com/app/218620,2018-12-01,PAYDAY 2,1,-0.043504234610581886,0,0.043504234610581886
November 2018,14515.53,1952.46,15.54,24849,https://steamcharts.com/app/218620,2018-11-01,PAYDAY 2,0,0.13450835071127268,1,0.13450835071127268
October 2018,12563.07,164.34,1.33,21503,https://steamcharts.com/app/218620,2018-10-01,PAYDAY 2,0,0.01308119750984433,1,0.01308119750984433
September 2018,12398.73,-3615.84,-22.58,20667,https://steamcharts.com/app/218620,2018-09-01,PAYDAY 2,1,-0.2916298685429879,0,0.2916298685429879
August 2018,16014.57,-7860.96,-32.92,23537,https://steamcharts.com/app/218620,2018-08-01,PAYDAY 2,1,-0.49086300787345527,0,0.49086300787345527
July 2018,23875.53,-2004.75,-7.75,38734,https://steamcharts.com/app/218620,2018-07-01,PAYDAY 2,1,-0.08396672241412023,0,0.08396672241412023
June 2018,25880.28,-1088.76,-4.04,40947,https://steamcharts.com/app/218620,2018-06-01,PAYDAY 2,1,-0.042069096624920595,0,0.042069096624920595
May 2018,26969.03,-1520.79,-5.34,48832,https://steamcharts.com/app/218620,2018-05-01,PAYDAY 2,1,-0.05639023724620426,0,0.05639023724620426
April 2018,28489.83,-3312.81,-10.42,90893,https://steamcharts.com/app/218620,2018-04-01,PAYDAY 2,1,-0.11628044112583331,0,0.11628044112583331
March 2018,31802.64,-1231.99,-3.73,58940,https://steamcharts.com/app/218620,2018-03-01,PAYDAY 2,1,-0.038738607864001226,0,0.038738607864001226
February 2018,33034.63,223.72,0.68,51694,https://steamcharts.com/app/218620,2018-02-01,PAYDAY 2,0,0.0067722871423109635,1,0.0067722871423109635
January 2018,32810.9,-3975.21,-10.81,55630,https://steamcharts.com/app/218620,2018-01-01,PAYDAY 2,1,-0.12115516489946938,0,0.12115516489946938
December 2017,36786.11,-266.15,-0.72,57345,https://steamcharts.com/app/218620,2017-12-01,PAYDAY 2,1,-0.007235067801406563,0,0.007235067801406563
November 2017,37052.26,-6166.42,-14.27,57822,https://steamcharts.com/app/218620,2017-11-01,PAYDAY 2,1,-0.1664249360227959,0,0.1664249360227959
October 2017,43218.68,6848.68,18.83,92426,https://steamcharts.com/app/218620,2017-10-01,PAYDAY 2,0,0.15846573750054374,1,0.15846573750054374
September 2017,36370.0,-5215.08,-12.54,56590,https://steamcharts.com/app/218620,2017-09-01,PAYDAY 2,1,-0.14338960681880672,0,0.14338960681880672
August 2017,41585.08,-13541.32,-24.56,62561,https://steamcharts.com/app/218620,2017-08-01,PAYDAY 2,1,-0.32562928819663206,0,0.32562928819663206
July 2017,55126.4,-25653.48,-31.76,99900,https://steamcharts.com/app/218620,2017-07-01,PAYDAY 2,1,-0.46535743309920474,0,0.46535743309920474
June 2017,80779.88,71820.89,801.66,247628,https://steamcharts.com/app/218620,2017-06-01,PAYDAY 2,0,0.8890937941477506,1,0.8890937941477506
May 2017,8958.99,-7246.81,-44.72,16274,https://steamcharts.com/app/218620,2017-05-01,PAYDAY 2,1,-0.8088869392643591,0,0.8088869392643591
April 2017,16205.8,9041.22,126.19,52906,https://steamcharts.com/app/218620,2017-04-01,PAYDAY 2,0,0.5579002579323452,1,0.5579002579323452
March 2017,7164.58,-3621.9,-33.58,13400,https://steamcharts.com/app/218620,2017-03-01,PAYDAY 2,1,-0.5055285864628491,0,0.5055285864628491
February 2017,10786.49,974.18,9.93,26869,https://steamcharts.com/app/218620,2017-02-01,PAYDAY 2,0,0.09031482901295973,1,0.09031482901295973
January 2017,9812.31,154.22,1.6,20706,https://steamcharts.com/app/218620,2017-01-01,PAYDAY 2,0,0.015716992227110642,1,0.015716992227110642
December 2016,9658.08,-970.9,-9.13,20295,https://steamcharts.com/app/218620,2016-12-01,PAYDAY 2,1,-0.10052722694365754,0,0.10052722694365754
November 2016,10628.98,-3914.51,-26.92,25703,https://steamcharts.com/app/218620,2016-11-01,PAYDAY 2,1,-0.36828651479257657,0,0.36828651479257657
October 2016,14543.49,6702.36,85.48,41053,https://steamcharts.com/app/218620,2016-10-01,PAYDAY 2,0,0.46084949348471377,1,0.46084949348471377
September 2016,7841.13,-522.42,-6.25,20667,https://steamcharts.com/app/218620,2016-09-01,PAYDAY 2,1,-0.06662560115697609,0,0.06662560115697609
August 2016,8363.55,-6136.75,-42.32,13300,https://steamcharts.com/app/218620,2016-08-01,PAYDAY 2,1,-0.7337494245864497,0,0.7337494245864497
July 2016,14500.3,-352.05,-2.37,34862,https://steamcharts.com/app/218620,2016-07-01,PAYDAY 2,1,-0.02427880802466156,0,0.02427880802466156
June 2016,14852.36,7765.67,109.58,43415,https://steamcharts.com/app/218620,2016-06-01,PAYDAY 2,0,0.5228576468655486,1,0.5228576468655486
May 2016,7086.68,-4110.22,-36.71,14320,https://steamcharts.com/app/218620,2016-05-01,PAYDAY 2,1,-0.5799923236268606,0,0.5799923236268606
April 2016,11196.9,-459.16,-3.94,31146,https://steamcharts.com/app/218620,2016-04-01,PAYDAY 2,1,-0.041007778938813425,0,0.041007778938813425
March 2016,11656.06,284.74,2.5,39426,https://steamcharts.com/app/218620,2016-03-01,PAYDAY 2,0,0.024428494705758207,1,0.024428494705758207
February 2016,11371.32,-4476.37,-28.25,25887,https://steamcharts.com/app/218620,2016-02-01,PAYDAY 2,1,-0.3936543866499228,0,0.3936543866499228
January 2016,15847.69,2758.37,21.07,32383,https://steamcharts.com/app/218620,2016-01-01,PAYDAY 2,0,0.17405502000607026,1,0.17405502000607026
December 2015,13089.32,-571.28,-4.18,28093,https://steamcharts.com/app/218620,2015-12-01,PAYDAY 2,1,-0.043644742431234014,0,0.043644742431234014
November 2015,13660.61,-3386.0,-19.86,39452,https://steamcharts.com/app/218620,2015-11-01,PAYDAY 2,1,-0.24786594449296187,0,0.24786594449296187
October 2015,17046.6,5148.5,43.27,52376,https://steamcharts.com/app/218620,2015-10-01,PAYDAY 2,0,0.30202503725083013,1,0.30202503725083013
September 2015,11898.11,-4551.91,-27.67,24367,https://steamcharts.com/app/218620,2015-09-01,PAYDAY 2,1,-0.38257420716399493,0,0.38257420716399493
August 2015,16450.02,4131.55,33.54,63535,https://steamcharts.com/app/218620,2015-08-01,PAYDAY 2,0,0.2511577493522804,1,0.2511577493522804
July 2015,12318.47,-1354.94,-9.91,21018,https://steamcharts.com/app/218620,2015-07-01,PAYDAY 2,1,-0.10999255589371083,0,0.10999255589371083
June 2015,13673.41,5794.04,73.53,33870,https://steamcharts.com/app/218620,2015-06-01,PAYDAY 2,0,0.4237450643255779,1,0.4237450643255779
May 2015,7879.36,-3638.94,-31.59,13968,https://steamcharts.com/app/218620,2015-05-01,PAYDAY 2,1,-0.4618319254355684,0,0.4618319254355684
April 2015,11518.3,-15512.93,-57.39,27669,https://steamcharts.com/app/218620,2015-04-01,PAYDAY 2,1,-1.3468072545427712,0,1.3468072545427712
March 2015,27031.23,18233.41,207.25,81105,https://steamcharts.com/app/218620,2015-03-01,PAYDAY 2,0,0.674531273641636,1,0.674531273641636
February 2015,8797.82,-5376.9,-37.93,15942,https://steamcharts.com/app/218620,2015-02-01,PAYDAY 2,1,-0.6111627653214091,0,0.6111627653214091
January 2015,14174.72,-1738.42,-10.92,32516,https://steamcharts.com/app/218620,2015-01-01,PAYDAY 2,1,-0.12264228147011018,0,0.12264228147011018
December 2014,15913.14,-3874.48,-19.58,30874,https://steamcharts.com/app/218620,2014-12-01,PAYDAY 2,1,-0.24347677453978286,0,0.24347677453978286
November 2014,19787.63,-2978.44,-13.08,59664,https://steamcharts.com/app/218620,2014-11-01,PAYDAY 2,1,-0.15052029980346307,0,0.15052029980346307
October 2014,22766.07,12909.54,130.97,72242,https://steamcharts.com/app/218620,2014-10-01,PAYDAY 2,0,0.567051757286172,1,0.567051757286172
September 2014,9856.53,-3721.72,-27.41,20422,https://steamcharts.com/app/218620,2014-09-01,PAYDAY 2,1,-0.3775892733040938,0,0.3775892733040938
August 2014,13578.25,-10137.08,-42.74,24444,https://steamcharts.com/app/218620,2014-08-01,PAYDAY 2,1,-0.7465674884465966,0,0.7465674884465966
July 2014,23715.34,3920.25,19.8,57166,https://steamcharts.com/app/218620,2014-07-01,PAYDAY 2,0,0.16530439791291207,1,0.16530439791291207
June 2014,19795.08,13524.21,215.67,63749,https://steamcharts.com/app/218620,2014-06-01,PAYDAY 2,0,0.6832106765923652,1,0.6832106765923652
May 2014,6270.88,-1214.67,-16.23,37936,https://steamcharts.com/app/218620,2014-05-01,PAYDAY 2,1,-0.193700086750185,0,0.193700086750185
April 2014,7485.55,-2486.07,-24.93,15132,https://steamcharts.com/app/218620,2014-04-01,PAYDAY 2,1,-0.33211587658889463,0,0.33211587658889463
March 2014,9971.62,5038.07,102.12,55122,https://steamcharts.com/app/218620,2014-03-01,PAYDAY 2,0,0.5052408735992747,1,0.5052408735992747
February 2014,4933.55,-2157.88,-30.43,11440,https://steamcharts.com/app/218620,2014-02-01,PAYDAY 2,1,-0.4373888984605406,0,0.4373888984605406
January 2014,7091.43,-204.69,-2.81,16595,https://steamcharts.com/app/218620,2014-01-01,PAYDAY 2,1,-0.028864418036982666,0,0.028864418036982666
December 2013,7296.12,1782.46,32.33,16216,https://steamcharts.com/app/218620,2013-12-01,PAYDAY 2,0,0.24430245116582514,1,0.24430245116582514
November 2013,5513.66,125.18,2.32,15145,https://steamcharts.com/app/218620,2013-11-01,PAYDAY 2,0,0.022703612482452673,1,0.022703612482452673
October 2013,5388.48,-5583.66,-50.89,11033,https://steamcharts.com/app/218620,2013-10-01,PAYDAY 2,1,-1.0362217174416533,0,1.0362217174416533
September 2013,10972.14,-5678.0,-34.1,26789,https://steamcharts.com/app/218620,2013-09-01,PAYDAY 2,1,-0.5174924855133092,0,0.5174924855133092
August 2013,16650.14,16642.65,222346.32,57346,https://steamcharts.com/app/218620,2013-08-01,PAYDAY 2,0,0.9995501539326397,1,0.9995501539326397
July 2013,7.49,-5.79,-43.61,29,https://steamcharts.com/app/218620,2013-07-01,PAYDAY 2,1,-0.7730307076101468,0,0.7730307076101468
June 2013,13.27,5.69,75.05,49,https://steamcharts.com/app/218620,2013-06-01,PAYDAY 2,0,0.42878673700075365,1,0.42878673700075365
May 2013,7.58,3.58,89.52,30,https://steamcharts.com/app/218620,2013-05-01,PAYDAY 2,0,0.47229551451187335,1,0.47229551451187335
April 2013,4.0,-0.06,-1.42,22,https://steamcharts.com/app/218620,2013-04-01,PAYDAY 2,1,-0.015,0,0.015
March 2013,4.06,-1.34,-24.83,24,https://steamcharts.com/app/218620,2013-03-01,PAYDAY 2,1,-0.3300492610837439,0,0.3300492610837439
February 2013,5.4,3.92,263.91,24,https://steamcharts.com/app/218620,2013-02-01,PAYDAY 2,0,0.7259259259259259,1,0.7259259259259259
January 2013,1.48,1.48,inf,19,https://steamcharts.com/app/218620,2013-01-01,PAYDAY 2,0,1.0,1,1.0
December 2012,0.0,0.0,,0,https://steamcharts.com/app/218620,2012-12-01,PAYDAY 2,0,,0,
November 2012,0.0,0.0,,0,https://steamcharts.com/app/218620,2012-11-01,PAYDAY 2,0,,0,
October 2012,0.0,0.0,,0,https://steamcharts.com/app/218620,2012-10-01,PAYDAY 2,0,,0,
September 2012,0.0,0.0,,0,https://steamcharts.com/app/218620,2012-09-01,PAYDAY 2,0,,0,
August 2012,0.0,,,0,https://steamcharts.com/app/218620,2012-08-01,PAYDAY 2,0,,0,
September 2021,39489.46,-8058.66,-16.95,66133,https://steamcharts.com/app/346110,2021-09-01,ARK: Survival Evolved,1,-0.2040711622797577,0,0.2040711622797577
August 2021,47548.12,-8369.54,-14.97,73618,https://steamcharts.com/app/346110,2021-08-01,ARK: Survival Evolved,1,-0.17602252202610746,0,0.17602252202610746
July 2021,55917.67,-18758.82,-25.12,95701,https://steamcharts.com/app/346110,2021-07-01,ARK: Survival Evolved,1,-0.3354721325119591,0,0.3354721325119591
June 2021,74676.49,29257.48,64.42,147475,https://steamcharts.com/app/346110,2021-06-01,ARK: Survival Evolved,0,0.39178970516691397,1,0.39178970516691397
May 2021,45419.0,-1259.07,-2.7,84679,https://steamcharts.com/app/346110,2021-05-01,ARK: Survival Evolved,1,-0.02772121799247011,0,0.02772121799247011
April 2021,46678.07,-2642.3,-5.36,73572,https://steamcharts.com/app/346110,2021-04-01,ARK: Survival Evolved,1,-0.05660688198976522,0,0.05660688198976522
March 2021,49320.37,-12465.2,-20.17,76387,https://steamcharts.com/app/346110,2021-03-01,ARK: Survival Evolved,1,-0.25273938536957447,0,0.25273938536957447
February 2021,61785.58,-1374.48,-2.18,98637,https://steamcharts.com/app/346110,2021-02-01,ARK: Survival Evolved,1,-0.02224596742476157,0,0.02224596742476157
January 2021,63160.05,6836.0,12.14,92006,https://steamcharts.com/app/346110,2021-01-01,ARK: Survival Evolved,0,0.10823297321645566,1,0.10823297321645566
December 2020,56324.05,-101.54,-0.18,86471,https://steamcharts.com/app/346110,2020-12-01,ARK: Survival Evolved,1,-0.0018027822928216278,0,0.0018027822928216278
November 2020,56425.6,14665.6,35.12,98433,https://steamcharts.com/app/346110,2020-11-01,ARK: Survival Evolved,0,0.25991039528157434,1,0.25991039528157434
October 2020,41760.0,-3480.49,-7.69,71828,https://steamcharts.com/app/346110,2020-10-01,ARK: Survival Evolved,1,-0.08334506704980843,0,0.08334506704980843
September 2020,45240.48,-2530.12,-5.3,73081,https://steamcharts.com/app/346110,2020-09-01,ARK: Survival Evolved,1,-0.05592602023674372,0,0.05592602023674372
August 2020,47770.61,-9393.38,-16.43,75208,https://steamcharts.com/app/346110,2020-08-01,ARK: Survival Evolved,1,-0.19663512774904904,0,0.19663512774904904
July 2020,57163.99,-2271.72,-3.82,90664,https://steamcharts.com/app/346110,2020-07-01,ARK: Survival Evolved,1,-0.0397404030054585,0,0.0397404030054585
June 2020,59435.7,-1482.37,-2.43,97813,https://steamcharts.com/app/346110,2020-06-01,ARK: Survival Evolved,1,-0.024940734272499526,0,0.024940734272499526
May 2020,60918.07,-21173.18,-25.79,101631,https://steamcharts.com/app/346110,2020-05-01,ARK: Survival Evolved,1,-0.34756813536607445,0,0.34756813536607445
April 2020,82091.26,-5647.44,-6.44,125636,https://steamcharts.com/app/346110,2020-04-01,ARK: Survival Evolved,1,-0.06879465609371814,0,0.06879465609371814
March 2020,87738.7,34344.52,64.32,157355,https://steamcharts.com/app/346110,2020-03-01,ARK: Survival Evolved,0,0.39144094909088006,1,0.39144094909088006
February 2020,53394.18,7738.33,16.95,138648,https://steamcharts.com/app/346110,2020-02-01,ARK: Survival Evolved,0,0.1449283423773902,1,0.1449283423773902
January 2020,45655.85,5182.54,12.8,74200,https://steamcharts.com/app/346110,2020-01-01,ARK: Survival Evolved,0,0.11351316424948829,1,0.11351316424948829
December 2019,40473.32,4289.58,11.86,66043,https://steamcharts.com/app/346110,2019-12-01,ARK: Survival Evolved,0,0.1059853750569511,1,0.1059853750569511
November 2019,36183.73,4927.5,15.76,62857,https://steamcharts.com/app/346110,2019-11-01,ARK: Survival Evolved,0,0.13617999028845285,1,0.13617999028845285
October 2019,31256.23,-2954.59,-8.64,54069,https://steamcharts.com/app/346110,2019-10-01,ARK: Survival Evolved,1,-0.09452803489096415,0,0.09452803489096415
September 2019,34210.82,-8935.94,-20.71,56829,https://steamcharts.com/app/346110,2019-09-01,ARK: Survival Evolved,1,-0.2612021576799387,0,0.2612021576799387
August 2019,43146.76,-4295.79,-9.05,70047,https://steamcharts.com/app/346110,2019-08-01,ARK: Survival Evolved,1,-0.09956228463041025,0,0.09956228463041025
July 2019,47442.55,3910.53,8.98,75524,https://steamcharts.com/app/346110,2019-07-01,ARK: Survival Evolved,0,0.08242664022064582,1,0.08242664022064582
June 2019,43532.02,10307.92,31.03,83446,https://steamcharts.com/app/346110,2019-06-01,ARK: Survival Evolved,0,0.2367893794039422,1,0.2367893794039422
May 2019,33224.1,596.22,1.83,55915,https://steamcharts.com/app/346110,2019-05-01,ARK: Survival Evolved,0,0.017945407099063632,1,0.017945407099063632
April 2019,32627.89,-919.06,-2.74,54895,https://steamcharts.com/app/346110,2019-04-01,ARK: Survival Evolved,1,-0.02816792627411702,0,0.02816792627411702
March 2019,33546.95,1100.23,3.39,56169,https://steamcharts.com/app/346110,2019-03-01,ARK: Survival Evolved,0,0.03279672220574449,1,0.03279672220574449
February 2019,32446.72,-3730.98,-10.31,52697,https://steamcharts.com/app/346110,2019-02-01,ARK: Survival Evolved,1,-0.11498789399976331,0,0.11498789399976331
January 2019,36177.7,-6814.44,-15.85,58388,https://steamcharts.com/app/346110,2019-01-01,ARK: Survival Evolved,1,-0.1883602329611888,0,0.1883602329611888
December 2018,42992.14,-8913.91,-17.17,76351,https://steamcharts.com/app/346110,2018-12-01,ARK: Survival Evolved,1,-0.20733813203994964,0,0.20733813203994964
November 2018,51906.05,22568.43,76.93,106170,https://steamcharts.com/app/346110,2018-11-01,ARK: Survival Evolved,0,0.4347938246119672,1,0.4347938246119672
October 2018,29337.62,1049.43,3.71,49049,https://steamcharts.com/app/346110,2018-10-01,ARK: Survival Evolved,0,0.03577079531332126,1,0.03577079531332126
September 2018,28288.19,-4209.24,-12.95,49072,https://steamcharts.com/app/346110,2018-09-01,ARK: Survival Evolved,1,-0.14879849152596897,0,0.14879849152596897
August 2018,32497.43,-12562.77,-27.88,50789,https://steamcharts.com/app/346110,2018-08-01,ARK: Survival Evolved,1,-0.3865773385772352,0,0.3865773385772352
July 2018,45060.2,3265.71,7.81,70823,https://steamcharts.com/app/346110,2018-07-01,ARK: Survival Evolved,0,0.07247437872002344,1,0.07247437872002344
June 2018,41794.49,10390.15,33.09,79451,https://steamcharts.com/app/346110,2018-06-01,ARK: Survival Evolved,0,0.2486009519436653,1,0.2486009519436653
May 2018,31404.34,-3013.94,-8.76,50021,https://steamcharts.com/app/346110,2018-05-01,ARK: Survival Evolved,1,-0.09597208538692423,0,0.09597208538692423
April 2018,34418.28,-3890.87,-10.16,58344,https://steamcharts.com/app/346110,2018-04-01,ARK: Survival Evolved,1,-0.11304661360184182,0,0.11304661360184182
March 2018,38309.15,-3646.82,-8.69,64647,https://steamcharts.com/app/346110,2018-03-01,ARK: Survival Evolved,1,-0.09519449008918235,0,0.09519449008918235
February 2018,41955.97,-7062.1,-14.41,71259,https://steamcharts.com/app/346110,2018-02-01,ARK: Survival Evolved,1,-0.16832169533918534,0,0.16832169533918534
January 2018,49018.06,2544.78,5.48,86640,https://steamcharts.com/app/346110,2018-01-01,ARK: Survival Evolved,0,0.051915151272816595,1,0.051915151272816595
December 2017,46473.28,12335.49,36.13,85894,https://steamcharts.com/app/346110,2017-12-01,ARK: Survival Evolved,0,0.2654318782750002,1,0.2654318782750002
November 2017,34137.79,-3499.03,-9.3,63378,https://steamcharts.com/app/346110,2017-11-01,ARK: Survival Evolved,1,-0.10249726183212211,0,0.10249726183212211
October 2017,37636.82,-6053.33,-13.86,68570,https://steamcharts.com/app/346110,2017-10-01,ARK: Survival Evolved,1,-0.16083532030601946,0,0.16083532030601946
September 2017,43690.15,8842.95,25.38,78303,https://steamcharts.com/app/346110,2017-09-01,ARK: Survival Evolved,0,0.20240145662122927,1,0.20240145662122927
August 2017,34847.2,-6964.89,-16.66,57421,https://steamcharts.com/app/346110,2017-08-01,ARK: Survival Evolved,1,-0.19986942996854842,0,0.19986942996854842
July 2017,41812.09,-5268.65,-11.19,72455,https://steamcharts.com/app/346110,2017-07-01,ARK: Survival Evolved,1,-0.12600781257287066,0,0.12600781257287066
June 2017,47080.74,9728.48,26.05,76482,https://steamcharts.com/app/346110,2017-06-01,ARK: Survival Evolved,0,0.20663396539646572,1,0.20663396539646572
May 2017,37352.26,-4854.21,-11.5,66342,https://steamcharts.com/app/346110,2017-05-01,ARK: Survival Evolved,1,-0.12995759828187103,0,0.12995759828187103
April 2017,42206.47,1153.5,2.81,73857,https://steamcharts.com/app/346110,2017-04-01,ARK: Survival Evolved,0,0.027329933064764715,1,0.027329933064764715
March 2017,41052.97,-12081.74,-22.74,75022,https://steamcharts.com/app/346110,2017-03-01,ARK: Survival Evolved,1,-0.2942963688132673,0,0.2942963688132673
February 2017,53134.72,6693.91,14.41,100723,https://steamcharts.com/app/346110,2017-02-01,ARK: Survival Evolved,0,0.12597996187803379,1,0.12597996187803379
January 2017,46440.81,10418.0,28.92,76879,https://steamcharts.com/app/346110,2017-01-01,ARK: Survival Evolved,0,0.224328559299461,1,0.224328559299461
December 2016,36022.81,4705.99,15.03,67651,https://steamcharts.com/app/346110,2016-12-01,ARK: Survival Evolved,0,0.13063917001477676,1,0.13063917001477676
November 2016,31316.81,-1606.21,-4.88,54698,https://steamcharts.com/app/346110,2016-11-01,ARK: Survival Evolved,1,-0.051289068075579855,0,0.051289068075579855
October 2016,32923.02,-4411.81,-11.82,59524,https://steamcharts.com/app/346110,2016-10-01,ARK: Survival Evolved,1,-0.1340038064551794,0,0.1340038064551794
September 2016,37334.83,2124.21,6.03,67157,https://steamcharts.com/app/346110,2016-09-01,ARK: Survival Evolved,0,0.05689620121479058,1,0.05689620121479058
August 2016,35210.62,-3857.08,-9.87,60039,https://steamcharts.com/app/346110,2016-08-01,ARK: Survival Evolved,1,-0.10954308671645088,0,0.10954308671645088
July 2016,39067.7,-3319.2,-7.83,69764,https://steamcharts.com/app/346110,2016-07-01,ARK: Survival Evolved,1,-0.08496021009683191,0,0.08496021009683191
June 2016,42386.9,3204.66,8.18,71194,https://steamcharts.com/app/346110,2016-06-01,ARK: Survival Evolved,0,0.07560496285408935,1,0.07560496285408935
May 2016,39182.24,3796.61,10.73,78089,https://steamcharts.com/app/346110,2016-05-01,ARK: Survival Evolved,0,0.09689619582749737,1,0.09689619582749737
April 2016,35385.63,-278.41,-0.78,63900,https://steamcharts.com/app/346110,2016-04-01,ARK: Survival Evolved,1,-0.00786788309265654,0,0.00786788309265654
March 2016,35664.04,-2083.55,-5.52,63069,https://steamcharts.com/app/346110,2016-03-01,ARK: Survival Evolved,1,-0.05842159216959156,0,0.05842159216959156
February 2016,37747.59,-1306.82,-3.35,65577,https://steamcharts.com/app/346110,2016-02-01,ARK: Survival Evolved,1,-0.03461995851920613,0,0.03461995851920613
January 2016,39054.41,6961.48,21.69,67018,https://steamcharts.com/app/346110,2016-01-01,ARK: Survival Evolved,0,0.17825080445460573,1,0.17825080445460573
December 2015,32092.93,-769.51,-2.34,55946,https://steamcharts.com/app/346110,2015-12-01,ARK: Survival Evolved,1,-0.023977555181156723,0,0.023977555181156723
November 2015,32862.44,-5158.43,-13.57,59880,https://steamcharts.com/app/346110,2015-11-01,ARK: Survival Evolved,1,-0.15697038929549967,0,0.15697038929549967
October 2015,38020.88,2522.58,7.11,64516,https://steamcharts.com/app/346110,2015-10-01,ARK: Survival Evolved,0,0.06634722815463504,1,0.06634722815463504
September 2015,35498.3,-9558.73,-21.21,60299,https://steamcharts.com/app/346110,2015-09-01,ARK: Survival Evolved,1,-0.2692728947583405,0,0.2692728947583405
August 2015,45057.02,-1707.77,-3.65,84838,https://steamcharts.com/app/346110,2015-08-01,ARK: Survival Evolved,1,-0.03790241786962387,0,0.03790241786962387
July 2015,46764.79,3893.3,9.08,74888,https://steamcharts.com/app/346110,2015-07-01,ARK: Survival Evolved,0,0.08325280622451207,1,0.08325280622451207
June 2015,42871.49,42866.21,811697.24,80162,https://steamcharts.com/app/346110,2015-06-01,ARK: Survival Evolved,0,0.9998768412294511,1,0.9998768412294511
May 2015,5.28,,,28,https://steamcharts.com/app/346110,2015-05-01,ARK: Survival Evolved,0,,0,
September 2021,51390.73,262.68,0.51,82776,https://steamcharts.com/app/381210,2021-09-01,Dead by Daylight,0,0.005111427683553045,1,0.005111427683553045
August 2021,51128.06,-11359.69,-18.18,75217,https://steamcharts.com/app/381210,2021-08-01,Dead by Daylight,1,-0.22218112715405203,0,0.22218112715405203
July 2021,62487.74,13719.23,28.13,96393,https://steamcharts.com/app/381210,2021-07-01,Dead by Daylight,0,0.21955074707454614,1,0.21955074707454614
June 2021,48768.51,8166.02,20.11,105052,https://steamcharts.com/app/381210,2021-06-01,Dead by Daylight,0,0.16744452516593186,1,0.16744452516593186
May 2021,40602.49,2735.3,7.22,86430,https://steamcharts.com/app/381210,2021-05-01,Dead by Daylight,0,0.0673677895124166,1,0.0673677895124166
April 2021,37867.2,3701.15,10.83,55071,https://steamcharts.com/app/381210,2021-04-01,Dead by Daylight,0,0.09774026070055353,1,0.09774026070055353
March 2021,34166.04,-1182.41,-3.35,56338,https://steamcharts.com/app/381210,2021-03-01,Dead by Daylight,1,-0.034607756708123036,0,0.034607756708123036
February 2021,35348.46,-994.04,-2.74,52322,https://steamcharts.com/app/381210,2021-02-01,Dead by Daylight,1,-0.028121168503521792,0,0.028121168503521792
January 2021,36342.49,710.31,1.99,53583,https://steamcharts.com/app/381210,2021-01-01,Dead by Daylight,0,0.01954489084264727,1,0.01954489084264727
